site_key,source_element,source_href,requested_url,normalized_url,status,final_url,response_time_ms,error_class,build,artifact_hdr,shown_count,error
lords-01,nav,/genre/boevik/,https://lordfilm47.space/genre/boevik/,https://lordfilm47.space/genre/boevik/,200,https://lordfilm47.space/genre/boevik/,54,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,nav,/genre/west_content/,https://lordfilm47.space/genre/west_content/,https://lordfilm47.space/genre/west_content/,200,https://lordfilm47.space/genre/west_content/,62,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,nav,/genre/kriminal/,https://lordfilm47.space/genre/kriminal/,https://lordfilm47.space/genre/kriminal/,200,https://lordfilm47.space/genre/kriminal/,64,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,nav,/year/2026/,https://lordfilm47.space/year/2026/,https://lordfilm47.space/year/2026/,200,https://lordfilm47.space/year/2026/,47,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,nav,/year/2025/,https://lordfilm47.space/year/2025/,https://lordfilm47.space/year/2025/,200,https://lordfilm47.space/year/2025/,52,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,nav,/year/2024/,https://lordfilm47.space/year/2024/,https://lordfilm47.space/year/2024/,200,https://lordfilm47.space/year/2024/,54,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,nav,/year/2023/,https://lordfilm47.space/year/2023/,https://lordfilm47.space/year/2023/,200,https://lordfilm47.space/year/2023/,68,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,nav,/year/2022/,https://lordfilm47.space/year/2022/,https://lordfilm47.space/year/2022/,200,https://lordfilm47.space/year/2022/,51,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,nav,/year/2021/,https://lordfilm47.space/year/2021/,https://lordfilm47.space/year/2021/,200,https://lordfilm47.space/year/2021/,63,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,title_sample,/title/nedetskie-igry-2/,https://lordfilm47.space/title/nedetskie-igry-2/,https://lordfilm47.space/title/nedetskie-igry-2/,200,https://lordfilm47.space/title/nedetskie-igry-2/,14,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,title_sample,/title/pravda-ili-zagovor/,https://lordfilm47.space/title/pravda-ili-zagovor/,https://lordfilm47.space/title/pravda-ili-zagovor/,200,https://lordfilm47.space/title/pravda-ili-zagovor/,13,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,title_sample,/title/reznya-v-norton-krik/,https://lordfilm47.space/title/reznya-v-norton-krik/,https://lordfilm47.space/title/reznya-v-norton-krik/,200,https://lordfilm47.space/title/reznya-v-norton-krik/,13,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,title_sample,/title/pervenec-2/,https://lordfilm47.space/title/pervenec-2/,https://lordfilm47.space/title/pervenec-2/,200,https://lordfilm47.space/title/pervenec-2/,11,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,title_sample,/title/princessa-i-drakon/,https://lordfilm47.space/title/princessa-i-drakon/,https://lordfilm47.space/title/princessa-i-drakon/,200,https://lordfilm47.space/title/princessa-i-drakon/,16,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,seed,/series/?kind=%D0%A1%D0%B5%D1%80%D0%B8%D0%B0%D0%BB&year=2016,https://lordfilm47.space/series/?kind=%D0%A1%D0%B5%D1%80%D0%B8%D0%B0%D0%BB&year=2016,https://lordfilm47.space/series/?kind=%D0%A1%D0%B5%D1%80%D0%B8%D0%B0%D0%BB&year=2016,200,https://lordfilm47.space/series/?kind=%D0%A1%D0%B5%D1%80%D0%B8%D0%B0%D0%BB&year=2016,55,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,,
lords-01,seed,/catalog/?genre=komediya&sort=rating,https://lordfilm47.space/catalog/?genre=komediya&sort=rating,https://lordfilm47.space/catalog/?genre=komediya&sort=rating,200,https://lordfilm47.space/catalog/?genre=komediya&sort=rating,102,ok,20260919T224500Z-0a5fe648-nova,b9de6b626e6578310b7e35cefd63e08d1715db2ff0664c072064d12e72b146fa,10978,
